0.000000000000000000e+00 -1.852950376451993966e-02
1.000000000000000000e+00 5.915004836936267552e+00
2.000000000000000000e+00 1.184473661260711452e+01
3.000000000000000000e+00 1.759592489093208556e+01
4.000000000000000000e+00 2.395913127032803658e+01
5.000000000000000000e+00 3.051621014799640363e+01
6.000000000000000000e+00 3.761059598689472949e+01
7.000000000000000000e+00 4.561072040330248001e+01
8.000000000000000000e+00 5.466520471428695060e+01
9.000000000000000000e+00 6.654075809247510165e+01
9.500000000000000000e+00 7.543418715021122978e+01
9.810000000000000497e+00 8.828994809457023507e+01
